"","Title","PublicationDate","Authors","Affiliations","Keywords","Objectives","Citation","PeriodCovered","StudyLocation","Funder","FileList","DOI"
"150","Replication Data for: Maternal fed flaxseed diets influence offspring brain size and omega-3 fatty acid composition in chickens","2023-10-16","Whittle, H. Rosemary; Kiarie, G. Elijah; Ma, W. L. David; Widowski, M. Tina","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Chicken; Maternal diet; Omega-3; Brain size; Brain fatty acids","The objective of this study was to investigate the effects of feeding Ross 708 broiler breeder hens and ISA Brown and Shaver White layer breeder hens a diet supplemented with n-3 FA on their offspring's brain size and brain FA composition.","Whittle, H. R., Kiarie, G. E., Ma, W. L. D. and Widowski, M. T. 2023. Maternal fed flaxseed diets influence offspring brain size and omega-3 fatty acid composition in chickens. NOT PUBLISHED.","2019-02/2023-07","International","Natural Science and Engineering Research Council of Canada (NSERC); Ontario Agri-Food Innovation Alliance; Egg Farmers of Canada (EFC); Egg Farmers of Ontario (EFO); O & T Farms; Alltech Canada","A1_README_BrBrainPer.txt; A3_BrBrainPer_R.txt; B1_README_BrBrainSiz.txt; B3_BrBrainSiz_R.txt; C1_README_BrBrainUg1.txt; C3_BrBrainUg1_R.txt; D1_README_BrHatchWt.txt; D3_BrHatchWt_R.txt; E1_README_LayBrainPer.txt; E3_LayBrainPer_R.txt; F1_README_LayBrainSiz.txt; F3_LayBrainSiz_R.txt; G1_README_LayBrainUg1.txt; G3_LayBrainUg1_R.txt; H1_README_LayHatchWt.txt; H3_LayHatchWt_R.txt; I1_README_YolkFa.txt; I3_YolkFa_R.txt; A2_BrBrainPer.tab; B2_BrBrainSiz.tab; C2_BrBrainUg1.tab; D2_BrHatchWt.tab; E2_LayBrainPer.tab; F2_LayBrainSiz.tab; G2_LayBrainUg1.tab; H2_LayHatchWt.tab; I2_YolkFa.tab","doi:10.5683/SP3/WSZBAS"
"151","Replication Data for: The combination of trailer transport and exercise increases gastrointestinal permeability and markers of systemic inflammation in horses","2023-10-27","McGilloway, Melissa; Manley, Shannon; Aho, Alyssa; Heeringa, N. Keisha; Lou, Yanping; Squires, J. Eli; Pearson, Wendy","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Horses; Exercise; Gastrointestinal permeability; Systemic inflammation; Iohexol; Inflammatory biomarkers","To characterise the combined effect of transport stress and exercise on gastrointestinal permeability, and to determine whether these effects are associated with increased inflammatory biomarkers in plasma.","McGilloway, M., Manley, S., Aho, A., Heeringa, N. K., Lou, Y., Squires, J. E. and Pearson, W. 2022. The combination of trailer transport and exercise increases gastrointestinal permeability and markers of systemic inflammation in horses. Equine Veterinary Journal. 1-9.","2021-01/2022-02","International","Biozyme Inc.; Ontario Ministry of Agriculture, Food and Rural Affairs (OMAFRA)","A1_README_FeedIohexol.txt; B1_README_FeedSAA.txt; C1_README_InflaBiom.txt; D10_README_Iohexol_01.txt; D12_README_Iohexol_02.txt; D14_README_Iohexol_03.txt; D16_README_Iohexol_04.txt; D18_README_Iohexol_05.txt; D20_README_Iohexol_06.txt; D22_README_Iohexol_07.txt; D24_README_Iohexol_08.txt; D26_README_Iohexol_09.txt; D28_README_Iohexol_10.txt; D30_README_Iohexol_11.txt; E1_README_PilotStudy.txt; A2_Feed_Iohexol.tab; B2_Feed_SAA.tab; C2_Inflam_biomark.tab; D11_Iohexol_01.tab; D13_Iohexol_02.tab; D15_Iohexol_03.tab; D17_Iohexol_04.tab; D19_Iohexol_05.tab; D21_Iohexol_06.tab; D23_Iohexol_07.csv; D25_Iohexol_08.csv; D27_Iohexol_09.csv; D29_Iohexol_10.csv; D31_Iohexol_11.csv; E2_PilotStudyIohexol.csv","doi:10.5683/SP3/SY14TV"
"152","Replication Data for: Dietary Fermentation Product of Aspergillus Oryzae Prevents Increases in Gastrointestinal Permeability (‘Leaky Gut’) in Horses Undergoing Combined Transport and Exercise","2023-11-01","McGilloway, Melissa; Manley, Shannon; Aho, Alyssa; Heeringa, N. Keisha; Whitacre, Lyndsey; Lou, Yanping; Squires, J. Eli; Pearson, Wendy","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Biozyme Inc. St. Joseph, MO 64504. USA.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Leaky gut syndrome; Horses; Hyperpermeability; Prebiotics","The purpose was to evaluate the effects of a prebiotic Aspergillus oryzae product (SUPP) on stress-induced gastrointestinal hyperpermeability.","McGilloway, M., Manley, S., Aho, A., Heeringa, N. K., Witacre, L., Lou, Y., Squires, J. E. and Pearson, W. 2023. Dietary fermentation product of Aspergillus Oryzae prevents increases in gastrointestinal permeability (‘Leaky Gut’) in horses undergoing combined transport and exercise. Animals. 13, 951.","2021-01/2022-08","International","Biozyme Inc.; Ontario Ministry of Agriculture, Food and Rural Affairs (OMAFRA)","A1_README_LPSAll.txt; B0_README_LPSJan22-22.txt; B2_README_LPSJan29-22.txt; B4_README_LPSFeb4-22.txt; B6_README_LPSFeb7-22.txt; B8_README_LPSFeb14-22.txt; C1_README_ZonAll.txt; D0_README_ZonJan29-22.txt; D2_README_ZonFeb7-22.txt; D4_README_ZonFeb14-22.txt; E1_README_ZonSort.txt; A2_LPS_All.tab; B1_LPS_Jan22-22.tab; B3_LPS_Jan29-22.tab; B5_LPS_Feb4-22.tab; B7_LPS_Feb7-22.tab; B9_LPS_Feb14-22.tab; C2_Zonulin_All.tab; D1_Zonulin_Jan29-22.csv; D3_Zonulin_Feb7-22.csv; D5_Zonulin_Feb14-22.csv; E2_Zonulin_Sorted.tab","doi:10.5683/SP3/F7PQMB"
"153","Replication Data for: Stomatal and non-stomatal restrictions to carbon assimilation in soybean (Glycine max) lines differing in water use efficiency","2023-11-07","Earl, J. Hugh","Department of Plant Agriculture. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Glycine max; Leaf gas exchange; Photosynthesis; Soybean; Water use efficiency","The objective of this study was to quantify known genotype differences in WUE have been fully characterized, by quantifying the relative importance of stomatal vs. non-stomatal factors at the leaf level.","Earl, J. H. 2002. Stomatal and non-stomatal restrictions to carbon assimilation in soybean (Glycine max) lines differing in water use efficiency. Environmental and Experimental Botany, 48: 237-246.","2000/2002","North America","","A1_README_Figure3.txt; B1_README_Figure4.txt; C1_README_Table1and2.txt; D1_README_Table3.txt; E1_README_Table4.txt; A2_figure3.tab; B2_figure4.tab; C2_table1and2.tab; D2_table3.tab; E2_table4.tab","doi:10.5683/SP3/UMZX3T"
"154","Replication Data for: Effect of Human Attachment Style on Horse Behaviour and Physiology during Equine-Assisted Activities–A Pilot Study","2023-11-24","Arrazola, Aitor; Merkies, Katrina","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Medicine, Health and Life Sciences; Social Sciences; Equine welfare; Therapy horses; Physiological stress; Behavioural stress; Attachment style; Heart rate; Affiliative behaviour; Insecure adolescent; Animal–human interaction; Bonding","The objective of this research was to assess the effect of the attachment style of at-risk adolescents on the horse physiology and behaviour during a typical EFL program.","Arrazola, A. and Merkies, K. 2020. Effect of Human Attachment Style on Horse Behaviour and Physiology during Equine-Assisted Activities–A Pilot Study. Animals. 10(7), 1156.","2018-05/2020-07","International","","A1_REAME_S1Data.txt; A2_S1Data.tab","doi:10.5683/SP3/EIVREH"
"155","Replication Data for: The Effect of the COVID-19 Pandemic on Riding Lesson Barns and Summer Camps in Ontario","2023-11-24","Merkies, Katrina; Copelin, Caleigh; Crouchman, Elizabeth; St-Onge, Amanda","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Medicine, Health and Life Sciences; Social Sciences; Facemasks; Protocols; Hygiene; Positives","To gather insight on how various lesson barns have responded to this pandemic and the changing circumstances surrounding it, an online survey was used to gather qualitative data regarding riding lesson programs and day camps in Ontario.","Merkies, K., Copelin, C., Crouchman, E. and St-Onge, A. 2020. The Effect of the COVID-19 Pandemic on Riding Lesson Barns and Summer Camps in Ontario. Animals. 10(12), 2412.","2020-05/2020-12","International","University of Guelph","A1_REAME_LessonBarn.txt; A2_lessonbarn.csv","doi:10.5683/SP3/NKDP1I"
"156","Replication Data for: Human Ability to Determine Affective States in Domestic Horse Whinnies","2023-11-24","Merkies, Katrina; Crouchman, Elizabeth; Belliveau, Haley","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Medicine, Health and Life Sciences; Social Sciences; Arousal; Emotional valence; Horse vocalization; Human–animal interaction; Neigh; Survey","The aim of this study was to examine the ability of humans to recognize positive and negative affective states in horse whinnies from known contexts.","Merkies, K., Crouchman, E. and Belliveau, H. 2022. Human Ability to Determine Affective States in Domestic Horse Whinnies, Anthrozoös. 35: 3, 483-494.","2015-10/2021-11","International","","A1_README_VOXDataset.txt; A2_VOXdataset.tab","doi:10.5683/SP3/0RYLAO"
"157","Replication Data for: Saccharomyces cerevisiae Supplementation in Canadian Finishing Feedlot Diets: Chapter 5","2024-02-15","Williams, Melissa; Wood, Katharine","Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Agricultural Sciences; Live yeast; Beef cattle; Ruminal acidosis; Partical sorting behaviour; Ruminal pH; Fecal pH; Gut permeability","The objectives of this study were to examine the impacts of active live yeast (S. cerevisiae) supplementation on DMI, feed sorting, gut permeability, ruminal and fecal pH and VFA concentrations, and fecal starch in cattle fed a high-grain finishing diet subjected to a ruminal acidosis challenge.","Williams, M. 2024. Saccharomyces cerevisiae Supplementation in Canadian Finishing Feedlot Diets. Doctoral Dissertation. University of Guelph. https://hdl.handle.net/10214/28100.","2022-02/2022-06","Canada","","A1_README_BW.txt; B1_README_CoCr_Add.txt; C1_README_CoCr_AUC.txt; D1_README_CRP.txt; E1_README_DMI.txt; F1_README_Fecal_Starch.txt; G1_README_LBP.txt; H1_README_RuminalpH.txt; I1_README_SAA.txt; J1_README_Sorting.txt; K1_README_SpotpH.txt; L1_README_SpotpHMean.txt; M1_README_VFA.txt; N1_README_Diet_Comp.txt; A2_BW.tab; B2_CoCr_Add.tab; C2_CoCr_AUC.tab; D2_CRP.tab; E2_DMI.tab; F2_Fecal_Starch.tab; G2_LBP.tab; H2_RuminalpH.tab; I2_SAA.tab; J2_Sorting.tab; K2_SpotpH.tab; L2_SpotpHMean.tab; M2_VFA.tab; N2_Diet_Comp.tab","doi:10.5683/SP3/1G4A1X"
"158","Replication Data for: Strain and age but not maternal feeding of n-3 fatty acids affect the performance of laying hen offspring in a series of associative learning tasks","2024-03-12","Whittle, H. Rosemary; Kiarie, G. Elijah; Harlander, Alexandra; Widowski, M. Tina","Department of Animal Biosciences. Ontario Agricultural College. Campbell Centre for the Study of Animal Welfare. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. Campbell Centre for the Study of Animal Welfare. University of Guelph.; Department of Animal Biosciences. Ontario Agricultural College. Campbell Centre for the Study of Animal Welfare. University of Guelph.","Agricultural Sciences; Associative learning; Chicken; Maternal diet; Genetic strain; Omega-3 fatty acids","The data presented in this paper is from a larger project assessing the effect of feeding omega-3 fatty acids to layer breeder hens on the behaviour of their offspring. This paper aims to demonstrate the effect of maternal-fed omega-3 fatty acids on the associative learning ability of two strains of layer chickens (ISA Brown and Shaver White).","Whittle, H. R., Kiarie, G. E., Harlander, A. and Widowski, M. T. 2024. Strain and age but not maternal feeding of n-3 fatty acids affect the performance of laying hen offspring in a series of associative learning tasks. NOT PUBLISHED.","2020-06/2024-02","International","","A1_README_DT_Discrim.txt; A3_DT_Discrimin_R.txt; B1_README_DT_Reversal.txt; B3_DT_Reversal_R.txt; C1_README_DT_Training.txt; C3_DT_Training_R.txt; A2_DT_Discrim.tab; B2_DT_Reversal.tab; C2_DT_Training.tab","doi:10.5683/SP3/E9VDCZ"
"159","Replication Data for: Long-term cover cropping suppresses foliar and fruit disease in processing tomatoes","2024-03-18","Trueman, L. Cheryl; Awrey, C. Jessica; Delaporte, Aaron; Kerr, Jamie; Weersink, Alfons; Van Eerd, L. Laura","Department of Plant Agriculture. Ontario Agricultural College. University of Guelph.; School of Environmental Sciences. Ontario Agricultural College. University of Guelph.; Department of Food, Agricultural and Resource Economics. Ontario Agricultural College. University of Guelph.; Department of Food, Agricultural and Resource Economics. Ontario Agricultural College. University of Guelph.; Department of Food, Agricultural and Resource Economics. University of Guelph.; School of Environmental Sciences. Ontario Agricultural College. University of Guelph.","Agricultural Sciences; Business and Management; Anthracnose; Bacterial spot; Colletotrichum coccodes; Economic analyses; Nitrogen; Partial profit margins; Residue management; Solanum lycopersicum L.; Xanthomonas gardneri; Best management practices (BMP); Long term cover cropping; Processing tomato; Disease","The objectives of this study were to assess the impact of long-term cover cropping on processing tomato production in terms of (i) defoliation during the growing season (associated with bacterial spot and crop maturity), (ii) fruit yield, (iii) fruit disease at harvest (anthracnose and bacterial spot), and (iv) changes in financial net return within a representative Ontario processing vegetable cropping system.","Trueman, L. C., Awrey, C. J., Delaporte, A., Kerr, J., Weersink, A. and Van Eerd, L. 2023. Long-term cover cropping suppresses foliar and fruit disease in processing tomatoes. Plant Disease. 107: 2160-2168.","2007/2020","International","","A1_README_L2E2019_Anth.txt; A3_README_L2W2020_Anth.txt; B1_README_L2E2019_Defol.txt; B3_README_L2W2020_Defol.txt; C1_README_L2E2019_Fall18.txt; C3_README_L2W2020_Fall19.txt; D1_README_L2E2019_NutSGS.txt; D3_README_L2W2020_NutSGS.txt; E1_README_L2E2019_PAAFC.txt; E3_README_L2W2020_PAAFC.txt; F1_README_L2E2019_Qual.txt; F3_README_L2W2020_Qual.txt; G1_README_L2E2019_SS.txt; G3_README_L2W2020_SS.txt; H1_README_L2E2019_SCC.txt; H3_README_L2W2020_SCC.txt; I1_README_L2E2019_Stink.txt; I3_README_L2W2020_Stink.txt; J1_README_L2E2019_TomN.txt; J3_README_L2W2020_TomN.txt; K1_README_L2E2019_xRED.txt; K3_README_L2W2020_xRED.txt; A2_L2E2019_Anth.tab; A4_L2W2020_Anth.tab; B2_L2E2019_Defol.tab; B4_L2W2020_Defol.csv; C2_L2E2019_Fall18.tab; C4_L2W2020_Fall19.tab; D2_L2E2019_NutSGS.tab; D4_L2W2020_NutSGS.tab; E2_L2E2019_PAAFC.tab; E4_L2W2020_PhytoAAFC.tab; F2_L2E2019_Qual.tab; F4_L2W2020_Qual.tab; G2_L2E2019_SS.tab; G4_L2W2020_SS.tab; H2_L2E2019_SCC.tab; H4_L2W2020_SCC.tab; I2_L2E2019_Stink.tab; I4_L2W2020_Stink.tab; J2_L2E2019_TomN.csv; J4_L2W2020_TomN.csv; K2_L2E2019_xRED.tab; K4_L2W2020_xRED.tab","doi:10.5683/SP3/5SOPLG"
